Time,Price_NO_1,Price_NO_2,Price_NO_3,Price_NO_4,Price_NO_5
2025-01-04 00:00:00,0.66451737625,0.7115330424999999,0.15657242124999998,0.086473674,0.5501272349999999
2025-01-04 01:00:00,0.61398652,0.6356635249999999,0.18000702125,0.085067598,0.5476373087499999
2025-01-04 02:00:00,0.57063251,0.5757588287500001,0.21691651625,0.08518477099999999,0.5381170025
2025-01-04 03:00:00,0.56111220375,0.5709254425,0.21633065124999995,0.085301944,0.5239097762500001
2025-01-04 04:00:00,0.563016265,0.5709254425,0.18762326624999998,0.08565346299999999,0.52259158
2025-01-04 05:00:00,0.5687284487500001,0.57107190875,0.205638615,0.085419117,0.5372382050000001
2025-01-04 06:00:00,0.6957146874999999,0.8076149025,0.27667474625,0.08565346299999999,0.5348947450000001
2025-01-04 07:00:00,1.06158738,1.4059295337499997,0.15364309625,0.092097978,0.5299148925
2025-01-04 08:00:00,1.2653219337500001,1.7344533325,0.13577421374999998,0.09889401199999999,0.5463191124999999
2025-01-04 09:00:00,1.33562573375,1.8223330825000001,0.14631978375,0.09994856899999999,0.598168165
2025-01-04 10:00:00,1.34324197875,1.8104693162499998,0.16096640874999998,0.105338527,0.61867344
2025-01-04 11:00:00,1.34529250625,1.78439832375,0.1455874525,0.104166797,0.65104248125
2025-01-04 12:00:00,1.3092618087499999,1.8040248012500002,0.14573391875,0.110025447,0.5512989650000001
2025-01-04 13:00:00,1.0025614812499999,1.254336965,0.1602340775,0.10428396999999999,0.59860756375
2025-01-04 14:00:00,1.36521191625,1.9045006487500002,0.25660887,0.092918189,0.5977287662499999
2025-01-04 15:00:00,1.76828703625,1.9604507562499998,0.25177548375000003,0.095613168,1.3860101237499998
2025-01-04 16:00:00,1.6801143537499998,1.7237612962500002,0.77202360375,0.09303536200000001,1.59282046875
2025-01-04 17:00:00,2.11394738625,2.0789419525,0.31944289124999997,0.09807380099999999,1.98476415375
2025-01-04 18:00:00,1.6502352387499999,2.0209413174999997,0.6525071437500001,0.091863632,1.1462448725
2025-01-04 19:00:00,1.5714363962500002,1.9392131499999998,0.6177946425,0.091277767,1.0744764100000002
2025-01-04 20:00:00,1.38498486,1.815595635,0.5111672125,0.091746459,0.81156949125
2025-01-04 21:00:00,1.3559845425,1.39011117875,0.6363958562500001,0.089168653,1.28582720875
2025-01-04 22:00:00,0.8777722362500001,1.0340517249999999,0.38462037250000003,0.08787975,0.6629062475
2025-01-04 23:00:00,0.7365787712499999,0.8499436487500001,0.33848350374999997,0.087059539,0.5791275524999999
